tag,category,aliases,zh,count,notes
suzuka_hime,4,锡华姫,锡华姬,125,《超级机器人大战OG传说》中四鬼国的公主
terra_branford_(school_cardigan),4,,蒂娜·布兰福德（校服开衫）,125,《最终幻想》Dissidia 中蒂娜的校园风服装
the_winged_dragon_of_ra,4,,拉之翼神龙,125,《游戏王》三幻神之一的怪兽卡
tifa_lockhart_(sporty_dress),4,tifa_lockhart's_sporty_dress,蒂法·洛克哈特（运动风礼服）,125,《最终幻想7 重制版》第九章中蒂法的黑色旗袍
ting_an_(azur_lane),4,定安,定安（碧蓝航线）,125,《碧蓝航线》中中国辅助舰定安的拟人化
tomimi_(summer)_(arknights),4,,特米米（夏日）（明日方舟）,125,《明日方舟》中特米米在理想城活动中的泳装
tsukino_mito_(jirai_kei),4,tsukino_mito_(14th_costume),月之美兔（地雷系）,125,月之美兔的第十四套服装，地雷系风格
tsuruhime_yachiyo,4,,鹤姬八千代,125,名为鹤姬八千代的角色，出处不详
veyle_(fell_successor)_(fire_emblem),4,,薇尔（邪龙继承者）（火焰之纹章）,125,《火焰之纹章 Engage》中薇尔被侵蚀的邪龙形态
water_miku_(project_voltage),4,,水初音（宝可梦 feat. 初音未来）,125,宝可梦与初音未来合作企划中水属性造型的初音
worker_(squid_game),4,,工人（鱿鱼游戏）,125,《鱿鱼游戏》中戴面具穿粉色制服的工作人员
yae_sakura_(blooming_maiko),4,,八重樱（盛装舞妓）,125,《崩坏3》中八重樱「御神装·勿忘」的官方服装「盛装舞妓」
yukime_(jigoku_sensei_nube),4,,雪女（地狱老师神眉）,125,《地狱老师》中登场的雪女妖怪
yungoos,4,,猫鼬少,125,宝可梦图鉴第734号，一般属性的宝可梦
zethia,4,xethia,泽西亚,125,《失落的龙约》中艾乌登的双胞胎姐姐
ace_trainer_(female)_(pokemon_xy),4,,精英训练家（女性·XY）（宝可梦）,124,《宝可梦 X/Y》中的女性精英训练家
aerith_gainsborough_(white_floral_dress),4,,爱丽丝·盖恩斯巴勒（白色碎花连衣裙）,124,《最终幻想7 重生》爱丽丝的白色碎花连衣裙
alexis_kerib,4,,亚历克西斯·凯利夫,124,《SSSS.GRIDMAN》的主要反派，来自虚空的存在
almeida_(granblue_fantasy),4,,阿尔梅达（碧蓝幻想）,124,《碧蓝幻想》中的角色
amamiya_haruka_(primaveil_zwei),4,,天宮ハルカ（Primaveil Zwei）,124,《Primaveil Zwei》中的角色
anne_shirley,4,,安妮·雪莉,124,《绿山墙的安妮》的女主角
argus_(azur_lane),4,,百眼巨人（碧蓝航线）,124,《碧蓝航线》中皇家轻母的拟人化角色
arlecchino_(cinder_of_two_worlds'_flames)_(genshin_impact),4,,阿蕾奇诺（Boss形态）（原神）,124,《原神》中愚人众执行官「仆人」的Boss形态
asami_kei,4,,浅见景,124,《临时女友》中排球部的红发少女
ashe_ubert_(timeskip),4,,亚修·尤伯特（长大后）,124,《风花雪月》中五年后长大成人的亚修·尤伯特
astolfo_(sparkling_frills)_(fate),4,,阿斯托尔福（闪耀褶边）（Fate系列）,124,《Fate/Extella Link》中阿斯托尔福的追加服装
baby_(kpop_demon_hunters),4,,贝比（K-Pop猎魔人）,124,《K-Pop猎魔人》中男团Saja Boys的成员
bare_legs_girl_(kamizaki_hibana),4,,生足酱,124,画师神崎绯花创作的原创角色
big_brother_(blue_archive),4,,大哥哥（蔚蓝档案）,124,《蔚蓝档案》中莫莫朋友系列的玩偶角色
candeloro,4,,坎德罗罗,124,《魔法少女小圆》中巴麻美的魔女形态
champagne_(azur_lane),4,香槟,香槟（碧蓝航线）,124,《碧蓝航线》中法国战列舰香槟的拟人化
chang_chun_(azur_lane),4,长春,长春（碧蓝航线）,124,《碧蓝航线》中中国海军驱逐舰长春的拟人化
cherno_alpha,4,,切尔诺·阿尔法,124,《环太平洋》中的俄罗斯制机甲
chiaki_kurihara,4,,栗原千秋,124,日文标签チアキ・クリハラ对应的角色，出处不详
chichiri,4,,琪琪莉,124,《碧蓝幻想》中四圣之一的角色
chromu,4,,Chromu,124,独立 VTuber，粉发圆耳的形象
clear_(princess_connect!),4,kuou_ria|quria_(princess_connect!),库莉亚（公主连结）,124,《公主连结Re:Dive》中的角色，本名久央莉亚
cobalion,4,,勾帕路翁（宝可梦）,124,《宝可梦》中的钢与格斗属性传说宝可梦，圣剑士之一
dunban_(xenoblade),4,,丹邦（异度神剑）,124,《异度神剑》中菲奥伦的哥哥，曾使用莫纳德
emma_llama,4,emmallama|emmallamart|emmallewds,艾玛·拉玛,124,澳大利亚的独立 VTuber，以神秘生物为主题
fezandipiti,4,,吉雉鸡,124,《宝可梦 朱／紫》中的传说宝可梦，毒与妖精属性
galleon_(summer)_(granblue_fantasy),4,,加隆（夏日）（碧蓝幻想）,124,《碧蓝幻想》中加隆的夏日版本
gertrude_(umineko),4,,格特鲁德（海猫鸣泣之时）,124,《海猫鸣泣之时》中「钢铁处女」的祭司
gobbles_(gameoverse),4,,戈布尔斯（Gameoverse）,124,Gameoverse 原创动画系列的主角
grey_(aotu_world),4,,格雷（凹凸世界）,124,《凹凸世界》中King队的成员，金的儿时好友
hanamura_fuyume,4,,花村冬芽,124,《偶像梦幻祭》中的角色
hanpen_(love_live!),4,,半平（Love Live!）,124,《Love Live! 虹咲学园》中校园里的白色流浪猫
hero_(dq10),4,,勇者（勇者斗恶龙10）,124,《勇者斗恶龙10》的主角，外貌可自定义的勇者
hinata_(pure_pure),4,,日向（Pure Pure）,124,《Pure Pure》的女主角，红色毛发的犬娘
hippopotas,4,,沙河马,124,宝可梦图鉴第449号的地面属性宝可梦
hrid_(fire_emblem),4,hrid_(fire_emblem_heroes),赫利德（火焰之纹章）,124,《火焰之纹章 英雄》中尼弗尔王国的第一王子
ikusabe_tokisada,4,,戦部トキサダ,124,《超昂大战 Escalation Heroines》的主角
imperator_(wuthering_waves),4,imperator,英白拉多（鸣潮）,124,《鸣潮》中黎那汐塔的前任岁主
insight_(arcaea),4,,洞察（韵律源点）,124,《韵律源点》中的可操控搭档
iron_leaves,4,,铁斑叶,124,宝可梦，草与超能力属性的悖论宝可梦
isla_(kof),4,,伊丝拉（拳皇）,124,《拳皇XV》中的新角色，瞬影的对手
izumi_shiho,4,,泉志帆,124,《恰如细语般的恋情》中的乐队成员
jelee-chan,4,jeleeart,JELEE酱,124,《夜晚的水母不会游泳》中 JELEE 组合的吉祥物
kali_belladonna,4,kalibelladonna,卡莉·贝拉多娜,124,《RWBY》中布蕾克的母亲
kallen_kaslana_(sixth_serenade),4,第六夜想曲,卡莲·卡斯兰娜（第六夜想曲）,124,《崩坏3》中卡莲的第六夜想曲装甲
kasugano_haruka,4,,春日野悠,124,《缘之空》的主角，春日野穹的双胞胎哥哥
kawajiri_hayato,4,,川尻早人,124,《JOJO的奇妙冒险 不灭钻石》中川尻家的儿子
kilowattrel,4,,大电海燕,124,《宝可梦 朱／紫》中的电与飞行属性宝可梦
kitami_erika,4,,北见绘里香,124,《beatmania IIDX》系列的形象角色
koipanion_(josuiji_shinri),4,,Koipanion,124,holostars EN成员Josuiji Shinri的粉丝形象，被画成锦鲤
kouzuki_yuniko,4,,上月由仁子,124,《加速世界》中的角色，虚拟体为 Scarlet Rain
kuchipatchi,4,,大嘴,124,《拓麻歌子》系列的初代角色，绿色圆嘴形象
mabel_(black_souls),4,梅贝尔,梅贝尔（Black Souls）,124,《Black Souls 2》的角色，真身是外神
majorina,4,,魔女莉娜,124,《Smile 光之美少女》中皮耶罗的手下
malariya,4,,玛拉瑞亚,124,《问答魔法学院》中的登场角色
maliketh_the_black_blade,4,,黑剑玛利喀斯,124,《艾尔登法环》中玛莉卡女王的影子
marnie_(omoide_no_marnie),4,,玛妮（记忆中的玛妮）,124,《记忆中的玛妮》中的同名主角
mercedes_von_martritz_(summer),4,,梅尔塞德斯·冯·马尔特里茨（夏日）,124,《火焰之纹章 英雄》中梅尔塞德斯的泳装
mercenary_(zero_kara_hajimeru_mahou_no_sho),4,,佣兵（从零开始的魔法书）,124,《从零开始的魔法书》中的兽之佣兵
metabee,4,,麦塔比,124,《徽章战士》中的主角机器人
millia_jenius,4,miriya_sterling,米莉亚·法莉娜·吉纳斯,124,《超时空要塞》中的杰特拉帝王牌飞行员
miyuki_kai_ni_(kancolle),4,深雪改二,深雪（舰队Collection）,124,《舰队Collection》中深雪的改二形态
monferno,4,,猛火猴,124,宝可梦第391号，火/格斗属性的猴子宝可梦
nagase_minato,4,,长濑凑,124,《染红的街道》的主要女主角
nemu_(ceres_fauna),4,,涅姆（Ceres Fauna）,124,hololive Ceres Fauna 的吉祥物，绿色小鹿
nishigoori_yuuko,4,,西郡优子,124,《冰上的尤里》中勇利的青梅竹马，三姐妹的母亲
northern_water_princess,4,northern_water_hime,北方水姬,124,《舰队Collection》中的深海栖舰，2017年春活Boss
obkatiekat,4,,Obkatiekat,124,美国的独立 VTuber，以歌唱与音乐活动为主
olaf_(frozen),4,,雪宝（冰雪奇缘）,124,《冰雪奇缘》中的雪人，安娜与艾莎的伙伴
olivia_(paper_mario),4,,奥莉维亚（纸片马力欧）,124,《纸片马力欧 折纸国王》中奥利王的妹妹
oosawa_maria,4,,大泽玛丽亚,124,名为大泽玛丽亚的角色
oyuki_(urusei_yatsura),4,,阿雪（福星小子）,124,《福星小子》中海王星来的冰之公主
penny_crygor,4,,佩妮·克赖格,124,《瓦力欧制造》系列中克赖格博士的孙女
peony_(pokemon),4,皮欧尼,皮欧尼（宝可梦）,124,《宝可梦 剑／盾》冠之雪原中玫瑰的弟弟
petra_johanna_lagerkvist,4,,佩特拉·约翰娜·拉格奎斯特,124,日文角色标签「ペトラ・ヨハンナ・ラーゲルクヴィスト」，原作出处未标注
pokemon_ranger_(pokemon),4,,宝可梦保育家（宝可梦）,124,《宝可梦》游戏中的训练家类型
qiao_ling,4,,乔苓,124,《时光代理人》的主要角色，程小时的青梅竹马
raraiya_monday,4,,拉拉雅·曼迪,124,《高达 G之复国运动》中的女性角色
raziel_(summer)_(granblue_fantasy),4,,拉结尔（夏日）（碧蓝幻想）,124,《碧蓝幻想》中拉结尔的夏季版本
rollo_(tales),4,lulu_(tales),罗洛（传说系列）,124,《无尽传说2》中鲁德加饲养的胖猫
ronin_(killer_chat),4,,罗宁（Killer Chat）,124,游戏《Killer Chat》中的角色
roynase_(msa_(fary_white)),4,,罗伊娜丝,124,画师 fary_white 作品中的原创角色
run_elsie_jewelria,4,,伦·艾尔西·裘利亚,124,《出包王女》中的宇宙人角色
rupee_(rabbit_deluxe)_(nikke),4,,露菲（兔女郎装）（胜利女神：妮姬）,124,《胜利女神：妮姬》中露菲的官方兔女郎服装
sakayori_iroha_(ex-otogibanashi),4,,酒寄彩叶（Ex-Otogibanashi）,124,酒寄彩叶演唱《Ex-Otogibanashi》时的舞台服装
sasaki_raito,4,,笹木雷斗,124,日文原名笹木雷斗的角色
shannan_(fire_emblem),4,shanan_(fire_emblem),夏楠（火焰之纹章）,124,《火焰之纹章 圣战之系谱》中伊萨克王国的王储
shi_zhaoying,4,,时兆缨,124,中文角色标签「时兆缨」，出处未标注
shichimiya_satone,4,,七宫智音,124,《中二病也要谈恋爱！》中的中二病少女
shining_glitter_cookie,4,shiningglittercookie,闪耀闪粉饼干,124,《跑跑姜饼人》中以K-pop偶像为原型的饼干
shishio_makoto,4,,志志雄真实,124,《浪客剑心》中的反派角色
shogun_(sekaiju),4,,将军（世界树的迷宫）,124,《世界树的迷宫3》中的职业之一
silcoon,4,,甲壳茧,124,宝可梦第0266号，虫属性，可进化为狩猎凤蝶
sora_(no_game_no_life),4,,空（游戏人生）,124,《游戏人生》的主角之一，天才玩家
sparkle_(fictitious_game)_(honkai:_star_rail),4,,花火（虚构游戏）（崩坏：星穹铁道）,124,《崩坏：星穹铁道》中花火的联动限定服装
spiky-eared_pichu,4,,锯齿耳皮丘,124,《宝可梦》中耳朵呈锯齿状的皮丘
super_tama_musume,4,,超级蛋娘,124,成人玩具品牌 Tamatoys 的吉祥物
the_baddest_evelynn,4,,伊芙琳（THE BADDEST）,124,《英雄联盟》K/DA 伊芙琳在宣传片中的造型
the_punisher_(character),4,,惩罚者,124,漫威漫画的反英雄，本名弗兰克·卡斯特
toujou_aya,4,toujo_aya,东城绫,124,《草莓100%》的女主角之一，文静的优等生
uise_iu,4,,憂世いう,124,日语系独立 VTuber
unabara_mitsuki,4,,うなばら みつき,124,角色标签 unabara_mitsuki，出处与设定均未标注
unown_c,4,,未知图腾（C）,124,《宝可梦》中形似字母C的未知图腾形态
venus_(zenless_zone_zero),4,,启明星（绝区零）,124,《绝区零》中帮助新人代理人的NPC
verosika_mayday,4,verokiki|verosika|verosikamayday,维罗西卡·梅黛,124,《极恶老大》中的角色
warlock_(sekaiju),4,,术士（世界树的迷宫）,124,《世界树的迷宫5》中的职业之一
wolf_(fate),4,,银狼（Fate系列）,124,《Fate/strange Fake》中恩奇都的御主合成兽
youko_(tactics),4,,洋子（Tactics）,124,《Tactics》中登场的角色
acfun_girl,4,,AC娘,123,AcFun 弹幕网站的官方吉祥物
alban_knox_(1st_costume),4,,阿尔班·诺克斯（第一套服饰）,123,Nijisanji EN 阿尔班·诺克斯的默认服饰，黑橙配色外套
anastasia_(swimsuit_archer)_(second_ascension)_(fate),4,,安娜斯塔西娅（泳装弓兵）（第二再临）（Fate系列）,123,《FGO》中泳装弓兵形态的第二再临造型
anya_(anastasia),4,,阿尼亚（安娜塔西亚）,123,《安娜塔西亚》中登场的角色
ao_bing_(nezha_zhi_motong_jiangshi),4,,敖丙（哪吒之魔童降世）,123,《哪吒之魔童降世》中的龙族太子
aoba_chika,4,,青叶千夏,123,《魔法纪录》中的魔法少女
arashiyama_hotori,4,岚山歩鸟,岚山步鸟,123,《即使如此小镇依然转动》的主角，女仆咖啡店店员
blue_luma,4,,蓝色奇可,123,《超级马力欧》中的蓝色星之子
bushidou_4_(sekaiju),4,姫子|姫子（世界树）,武士（第四肖像）（世界树的迷宫）,123,《世界树的迷宫》中武士职业的另一女性肖像
cassandra_(tangled),4,,卡珊德拉（魔发奇缘）,123,《魔发奇缘》系列中乐佩的侍女长，卫队长养女
cassiopeia_(league),4,cassiopeia_(league_of_legends)|cassiopeia_du_couteau,卡西奥佩娅（英雄联盟）,123,《英雄联盟》中的蛇形法师，诺克萨斯贵族
cheona_(last_origin),4,,天娜（最后的起源）,123,《最后起源》中登场的生化人形
chihiro_(camp)_(blue_archive),4,各务千寻（野营）,各务千寻（野营）（蔚蓝档案）,123,《蔚蓝档案》中千寻的露营服装
chouun_(koihime_musou),4,chouun,赵云（恋姬无双）,123,《恋姬无双》中的赵云，别名星与华蝶假面
collin_(pikmin),4,,柯林（皮克敏）,123,《皮克敏4》中救援队的研究员
curakuru_(character),4,,库拉库鲁,123,画师 Curakuru 的原创角色
curly_(post-crash)_(mouthwashing),4,,柯利（坠机后）（缄默祸运）,123,《Mouthwashing》中坠机后被严重烧伤的船长
denzel_(ff7),4,,丹泽尔（最终幻想7）,123,《最终幻想7》中克劳德与蒂法收养的孩子
dominura_(simoun),4,,多米努拉（西蒙）,123,《西蒙》中驾驶西姆拉克的巫女
donkey_(kemono_friends),4,,驴（兽娘动物园）,123,《兽娘动物园》的 Friends，原型为驴
draculaura,4,,德拉库劳拉,123,《精灵高中》中粉黑双色头发的罗马尼亚吸血鬼
eli_conifer,4,,艾莉·柯尼法,123,彩虹社的 VTuber，长棕发双马尾造型
elzette_of_the_white_forest,4,,白森之莉赛特,123,《游戏王》中的怪兽卡，白森系列角色
evie_(stellar_blade),4,,伊薇（剑星）,123,剑星续作《剑星：血雨》的主角
fairy_(dungeon_meshi),4,,妖精（迷宫饭）,123,《迷宫饭》中登场的妖精
fancy_(azur_lane),4,,幻想号（碧蓝航线）,123,《碧蓝航线》中帆船幻想号的拟人角色
fat_buu,4,,胖布欧,123,《龙珠》中魔人布欧吸收大界王神后的善良形态
feri_al-fayed,4,,菲莉·阿尔法德,123,日文角色标签，原名フェリ・アルファイド，出处不详
fox_girl_(togutogu),4,,狐狸女孩,123,画师 togutogu 的原创狐妖，金发红眼
freckles_nun_(diva),4,strands_nun_(diva),雀斑修女（歌姬形态）,123,作品中出场较少的年长修女角色
fujiwara_aya,4,,藤原绫,123,角色标签「藤原绫」，出处与设定均不详
gneisenau_(nightmarish_succubus)_(azur_lane),4,梦魇魅影,格奈森瑙（梦魇魅影）（碧蓝航线）,123,《碧蓝航线》中格奈森瑙的「梦魇魅影」服装
griffin_stewart,4,,格里芬·斯图尔特,123,游戏《Esse》系列中登场的角色
hatsuzuki_kai_ni_(kancolle),4,初月改二,初月改二（舰队Collection）,123,《舰队Collection》初月的第二次改造形态
higashimitarai_kiyoshiro,4,higashimitarai_kiyoshirou,东御手洗清志郎,123,日系作品中名为东御手洗清志郎的角色
himuro_kane,4,,冰室钟,123,《Fate/stay night》中穗群原学园的学生
hodr_(fire_emblem),4,,霍德尔（火焰之纹章）,123,《火焰之纹章 英雄》中的女神
ichikishima_mizuha,4,,市杵岛瑞叶,123,《Re:Stage!》的角色，组合 KiRaRe 成员
imouto-chan_(hamaken.),4,,妹妹酱,123,画师 hamaken. 的原创角色
jabberwock_(monster_girl_encyclopedia),4,,贾巴沃克（魔物娘图鉴）,123,《魔物娘图鉴》中的魔物娘
jeanne_d'arc_(mystery_treasure)_(fate),4,,贞德（神秘宝物）（Fate系列）,123,《Fate/Grand Order》中贞德的神秘宝物礼装
jinguji_jakurai,4,jinguuji_jakurai,神宫寺寂雷,123,《催眠麦克风》中的医生，横滨队成员
kaguya_hime,4,,辉夜姬,123,日本《竹取物语》中的公主
kani_nayuta,4,可児那由多,可儿那由多,123,《如果有妹妹就好了》中的天才小说家
kaolla_su,4,,卡奥拉·苏,123,《纯情房东俏房客》中的外国留学生
kawasaki_sakura_(idoly_pride),4,,川咲樱（偶像荣耀）,123,《偶像荣耀》中偶像组合 Sunny Peace 的队长
keaton_(fire_emblem),4,flannel_(fire_emblem_if),凯顿（火焰之纹章）,123,《火焰之纹章if》中能变成狼人的兽族战士
king_slime_(dragon_quest),4,,史莱姆王（勇者斗恶龙）,123,《勇者斗恶龙》系列中由史莱姆合体而成的怪物
komugi_(hunter_x_hunter),4,,小麦（全职猎人）,123,《全职猎人》中军仪棋的世界冠军，王的对手
konohana_hikari,4,,此花光莉,123,《草莓狂热》中的女主角之一
koshimizu_toru_(1st_costume),4,小清水透（通常）,小清水透（第一套服饰）,123,彩虹社小清水透的默认服装造型
kuroi_shiba,4,,黑井柴,123,Nijisanji 的犬系 VTuber，形象为黑色柴犬
laqeramaline_(arknights),4,logos'_mother_(arknights)|ramale_(arknights),菈玛莲（明日方舟）,123,《明日方舟》中的非可玩角色，Logos的母亲
larry_butz,4,yahari_masashi,矢张政志,123,《逆转裁判》中成步堂的儿时好友，常惹麻烦
linia_dedoldia,4,rinia_dedoldia,莉妮亚·德多尔迪亚,123,《无职转生》中的兽族少女
link_(shounen_captain),4,,林克（少女版）,123,杂志《少年Captain》中为介绍初代《塞尔达传说》绘制的女性版林克
lynn_angel,4,,林恩,123,《万圣街》的天使房东，做事一板一眼
maeda_keiji_(sengoku_basara),4,,前田庆次（战国BASARA）,123,《战国BASARA》中的武将
mage_(7th_dragon),4,,法师（第七龙神）,123,《第七龙神》中的职业之一
makoto_kagutsuchi,4,,真·迦具土,123,《超侦探事件簿》中戴面具的谜之男子
marin_(umi_monogatari),4,,玛琳（海物语）,123,《海物语》中登场的角色
mash_kyrielight_(enma-tei_uniform),4,,玛修·基列莱特（阎魔亭制服）,123,《Fate/Grand Order》中玛修在阎魔亭活动中的和服造型
matsushita_(angel_beats!),4,松下,松下（Angel Beats!）,123,《Angel Beats!》中擅长柔道的角色
matsuyama_kumiko,4,,松山久美子,123,《偶像大师 灰姑娘女孩》的激情系偶像
mauga_(overwatch),4,,马乌加（守望先锋）,123,《守望先锋》中为黑爪效力的萨摩亚坦克英雄
mepple,4,,梅普鲁,123,《光之美少女》中美墨渚的妖精搭档
mew_lettuce,4,mewlettuce,ミュウレタス,123,《东京猫猫》中碧川莴苣变身后的形态
minior_(green_core),4,,小陨星（绿色核心）,123,《宝可梦》小陨星的绿色核心形态
mizuha_(toraware_no_kami-sama),4,,Mizuha,123,《囚われの神様》中的角色
mof's_silver_haired_twintailed_girl,4,,银发双马尾少女,123,画师mof笔下的银发双马尾原创角色
mustard_seeds,4,,芥末籽,123,画师 yuuji 绘制但非其原创的角色
nagase_kotono,4,,长濑琴乃,123,《IDOLY PRIDE》中月之暴风组合的队长
nagi_(akito),4,,薙,123,画师akito笔下的角色
narita_taishin's_daughter_(odawara_hakone),4,,成田大进的女儿,123,画师小田原箱根创作的赛马娘原创角色
nisha_(elsword),4,,妮莎（艾尔之光）,123,《艾尔之光》中拉比的镜子，吸收她所有的悲伤
noah_(nikke),4,,诺亚（胜利女神：妮姬）,123,《胜利女神：妮姬》中隶属继承者部队的盾役
nosa_kouko,4,,纳沙幸子,123,日文角色标签「納沙幸子」，具体出处未标注
onishima_homare,4,,鬼岛誉,123,《你遭难了吗？》的主角，野外生存高手
orchid_(maplestory),4,orchid,奥尔卡（冒险岛）,123,《冒险岛》中的黑魔法师军团长
oscar_(fortnite),4,,奥斯卡（堡垒之夜）,123,《堡垒之夜》中的角色
plamja-sama,4,,普拉米娅大人,123,兹韦兹达组织中担任凯特护卫的战斗人格
pupitar,4,,沙基拉,123,《宝可梦》中的岩石与地面属性宝可梦，由幼基拉斯进化
queen_anne's_revenge_(azur_lane),4,,安妮女王复仇号（碧蓝航线）,123,《碧蓝航线》中安妮女王复仇号的拟人化舰船
queequeg_(project_moon),4,,奎奎格（Project Moon）,123,《边狱公司》中裴廓德号的捕鲸手，原中间帮大姐
ranpha_(princess_connect!),4,unohana_ran,兰法（公主连结）,123,《公主连结Re:Dive》中怒涛军团公会的成员
ruki_(sen'yuu),4,,露琪,123,《战勇。》中的角色
rune_master_(sekaiju),4,,符文大师（世界树的迷宫）,123,《世界树的迷宫4》中的职业，擅长使用符文
ruri_(magisphere),4,,琉璃,123,《Magisphere》中可变身为 Magisphere Lazuris 的角色
sakura_airi,4,,佐仓爱里,123,《欢迎来到实力至上主义的教室》中内向的写真偶像
satono_diamond_(casual)_(umamusume),4,,里见光钻（便服）（赛马娘）,123,《赛马娘》中里见光钻的便服造型
sawada_kanako,4,,纱和田加奈子,123,画师 2equal8 的原创角色
sazanka_(kunoichi_tsubaki_no_mune_no_uchi),4,,山茶花（女忍者椿的心事）,123,《女忍者椿的心事》中戌班的忍者
scar-h_(girls'_frontline),4,scar-h,阿玛瑞斯（少女前线）,123,《少女前线》的战术人形，代表FN SCAR-H步枪
scaramouche's_sickly_friend_(genshin_impact),4,,散兵的病弱友人（原神）,123,《原神》中散兵过去的友人，体弱多病的无名少年
secret_(jejejunum),4,,Secret,123,画师 jejejunum 创作的原创角色
shelmet,4,,小嘴蜗,123,《宝可梦》第616号，虫属性，与盖盖虫互为对手
shieldon,4,,盾甲龙,123,《宝可梦》中的岩石·钢属性化石宝可梦
shiiba_tsumugi_(witch),4,,椎叶紬（魔女形态）,123,《魔女的夜宴》中椎叶紬的魔女形态
shin'en-san_(shin'en),4,shin'en-san,深炎桑,123,玉露公司画师深炎的自我插入角色
sowon_(gfriend),4,,金韶情（GFRIEND）,123,韩国女团 GFRIEND 的队长
stunky,4,,臭鼬噗,123,《宝可梦》第434号，毒与恶属性
suzushiro_haruka,4,,珠洲城遥,123,《舞-HiME》中登场的角色
tama_(aquarion),4,,多摩（创圣的大天使）,123,《创圣的大天使》中的角色
ten'inkou_korin,4,,天院红呼铃,123,画师 Chiri 的原创狐巫女角色
tentei_forte,4,emperor_forte,天帝佛尔特,123,Neo-Porte 旗下的 VTuber
tezcatlipoca_(housamo),4,tezcatlipoca_(tokyo_houkago_summoners),特斯卡特利波卡（东京放课后召唤师）,123,《东京放课后召唤师》中支配西东京的公会长之一
tsuzura_saki,4,廿楽冴姫,廿乐冴姬,123,名为廿乐冴姬的角色，出处不详
tutankhamun_(fate),4,,图坦卡蒙（Fate系列）,123,《Fate/Grand Order》中登场的弓兵职阶从者
tweyen_(eternal's_summer_vacation)_(granblue_fantasy),4,,索恩（泳装）（碧蓝幻想）,123,《碧蓝幻想》中十天众索恩的泳装版本
tyrogue,4,,无畏小子,123,《宝可梦》的格斗属性幼年宝可梦，全国图鉴第236号
v_(murder_drones),4,murderdronesv|serialdesignationv,V（无机杀手）,123,《谋杀无人机》中的解体无人机，编号 Serial Designation V
wraith_(madoka_magica),4,魔獣,魔兽（魔法少女小圆）,123,《魔法少女小圆》中取代魔女出现的怪物
xerxes_break,4,,扎古席兹·布雷克,123,《潘多拉之心》中侍奉兰兹华斯家的笑面男子
xue_yang,4,,薛洋,123,《魔道祖师》中的反派角色
yat_sen_(warship_girls_r),4,逸仙|逸仙号,逸仙（战舰少女R）,123,《战舰少女R》中轻巡洋舰的拟人化角色
yejun_(plave),4,,Yejun（PLAVE）,123,虚拟偶像组合 PLAVE 的成员
yuksi_(yuksi),4,,유크시,123,委托者 Yuksi 的原创角色
yumeno_gentaro,4,yumeno_gentarou,梦野幻太郎,123,《催眠麦克风》中 Fling Posse 的成员，小说家
aerith_gainsborough_(garnet's_gown),4,,爱丽丝·盖恩斯巴勒（石榴石礼服）,122,《最终幻想7 Ever Crisis》中致敬加内特公主的礼服
alex_mercer,4,alexmercer,亚历克斯·墨瑟,122,《虐杀原形》的主角，感染黑光病毒的变形者
amakusa_shirou_(third_ascension)_(fate),4,,天草四郎（第三再临）（Fate系列）,122,《Fate/Grand Order》中天草四郎的第三再临形态
anchorage_princess,4,anchorage_hime,泊地栖姬,122,《舰队Collection》中的深海栖舰
archetto_(publicity_strategy)_(arknights),4,,空弦（宣传战略）（明日方舟）,122,《明日方舟》中空弦的官方换装
asahina_mikuru_(adult),4,asahina_mikuru_(big),朝比奈实玖瑠（成年）,122,《凉宫春日的忧郁》中成年版的朝比奈实玖瑠
azura_(dark_songstress)_(fire_emblem),4,azura_(lady_of_ballads)_(fire_emblem)|azura_(performing_arts)_(fire_emblem),阿库娅（黑暗歌姬）（火焰之纹章）,122,《火焰之纹章if》中歌姬的官方替换服装
charlie_su,4,,查理苏,122,《光与夜之恋》的男主角之一，外科医生
chikujouin_magane,4,,筑城院真鉴,122,日文标签築城院真鍳对应的角色，出处不详
chouno_hina,4,chono_hina,蝶野雏,122,日文标签蝶野雛对应的角色，出处不详
claire_stanfield,4,vino,克莱尔·斯坦菲尔德,122,《永生之酒》中的铁路追踪者，别名菲力克斯·沃肯
colt_revolver_(girls'_frontline),4,colt_m1873_(girls'_frontline)|colt_m1873_(girls_frontline)|colt_revolver|saa_(girls'_frontline),柯尔特左轮（少女前线）,122,《少女前线》中代表柯尔特单动式陆军左轮的人形
coral_glasses,4,coral_glasses_(joel_g),珊瑚眼镜（Ena: Dream BBQ）,122,《Ena: Dream BBQ》中右眼长着珊瑚的眼镜角色
cordelia_(saga),4,,科迪莉亚（沙加）,122,《沙加》系列中登场的角色，设定资料较少
corvus_(reverse:1999),4,,科沃斯（重返未来：1999）,122,《重返未来：1999》中的可操作角色
deutschland_(service_time?!)_(azur_lane),4,艳阳下的“福利”时间,德意志（服务时间？）（碧蓝航线）,122,德意志在《碧蓝航线》中的官方皮肤
dexio_(pokemon),4,,德克希欧（宝可梦）,122,《宝可梦 XY》中布拉塔诺博士的助手
dogmatika_ecclesia_the_virtuous,4,,教导的圣女 艾克莉西娅,122,《游戏王》教导教会的前圣女
dr._arach,4,,阿拉克博士,122,《月姬》重制版中登场的博士角色
dumuzid_(fate),4,,杜木兹（Fate系列）,122,《Fate/Grand Order》中的牧羊神，以金色公羊形象登场
